"Term","Course ID","Offer Nbr","Class Nbr","Section","Enrl Stat","Class Stat","Assoc","Session","Auto Enrol","Auto Enr 2","Class Type","Cap Enrl","Tot Enrl","Comb Sects ID","Combined Sect Cap Enrl","Combined Sect Tot Enrl"
"3310","100086","1","15849","01NT","Open","Active","1","1","","","Enrolment","35","3","","",""
"3310","100088","1","15851","01NT","Open","Active","1","1","","","Enrolment","35","0","","",""
"3310","100089","1","15853","01NT","Open","Active","1","1","","","Enrolment","35","0","","",""
"3310","100090","1","15854","01NT","Open","Active","1","1","","","Enrolment","35","2","","",""
"3310","100094","1","15855","01NT","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","100095","1","15856","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","100096","1","15857","01NT","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","100097","1","15858","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","106205","1","19320","CL01","Open","Active","10","FY1","","","Enrolment","5","1","","",""
"3310","100107","1","15860","01NT","Open","Active","1","TYD","","","Enrolment","35","1","","",""
"3310","100108","1","15861","01NT","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","100109","1","15862","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","102386","1","16153","01HO","Open","Active","1","FY1","","","Enrolment","190","189","","",""
"3310","102401","1","16157","01NT","Open","Active","1","FY1","","","Enrolment","5","0","","",""
"3310","102402","1","16158","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","102414","1","16159","01HO","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","102415","1","16160","01HO","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","102416","1","16161","01NT","Open","Active","1","FY1","","","Enrolment","5","0","","",""
"3310","102417","1","16162","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","102428","1","16163","01NT","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","102429","1","16164","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","103535","2","16384","01RW","Open","Active","1","FY1","","","Enrolment","20","0","","",""
"3310","103536","1","16385","01WT","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3310","103536","2","16386","01RW","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3310","103539","1","16387","01WT","Open","Active","1","FY1","","","Enrolment","20","2","","",""
"3310","103540","1","16388","01WT","Open","Active","1","FM2","","","Enrolment","20","1","","",""
"3310","103541","1","16389","01WT","Open","Active","1","FY1","","","Enrolment","20","0","","",""
"3310","103542","1","16390","01WT","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3310","103543","1","16391","01WT","Open","Active","1","FY1","","","Enrolment","20","0","","",""
"3310","103544","1","16392","01WT","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3310","103652","1","16395","01NT","Open","Active","1","1","","","Enrolment","25","8","","",""
"3310","103654","1","16396","01NT","Open","Active","1","1","","","Enrolment","25","9","","",""
"3310","105170","1","16629","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3310","105171","1","16630","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3310","105173","1","16631","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3310","105175","1","16632","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3310","105177","1","16633","01NT","Closed","Active","1","1","","","Enrolment","0","0","","",""
"3310","105226","1","16634","01NT","Open","Active","1","FY1","","","Enrolment","10","2","","",""
"3310","105227","1","16635","01NT","Open","Active","1","FM2","","","Enrolment","10","0","","",""
"3310","105228","1","16636","01NT","Open","Active","1","FY1","","","Enrolment","20","4","","",""
"3310","105230","1","16637","01NT","Open","Active","1","1","","","Enrolment","20","0","","",""
"3310","006378","1","13285","TU01","Open","Active","10","1","","","Non-Enrol","25","23","","",""
"3310","006378","1","13286","TU02","Open","Active","10","1","","","Non-Enrol","25","23","","",""
"3310","006378","1","13287","TU03","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3310","006378","1","13288","TU04","Open","Active","10","1","","","Non-Enrol","25","16","","",""
"3310","002328","1","13290","TU01","Open","Active","10","1","","","Non-Enrol","30","20","","",""
"3310","002328","1","13291","TU02","Open","Active","10","1","","","Non-Enrol","30","9","","",""
"3310","002328","1","13292","TU03","Closed","Active","10","1","","","Non-Enrol","0","2","","",""
"3310","002328","1","13293","TU05","Open","Active","10","1","","","Non-Enrol","30","12","","",""
"3310","002328","1","13294","TU06","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3310","005141","1","13296","TU01","Open","Active","10","1","","","Non-Enrol","25","23","","",""
"3310","005141","1","13297","TU02","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3310","005141","1","13298","TU03","Closed","Active","10","1","","","Non-Enrol","25","26","","",""
"3310","005141","1","13299","TU04","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3310","102485","1","13301","TU01","Open","Active","10","1","","","Non-Enrol","25","18","","",""
"3310","102485","1","13302","TU02","Open","Active","10","1","","","Non-Enrol","25","14","","",""
"3310","102485","1","13303","TU03","Open","Active","10","1","","","Non-Enrol","25","12","","",""
"3310","102485","1","13304","TU04","Open","Active","10","1","","","Non-Enrol","25","14","","",""
"3310","001956","2","13306","TU01","Open","Active","10","1","","","Non-Enrol","25","21","0045","25","25"
"3310","001956","2","13307","TU02","Open","Active","10","1","","","Non-Enrol","25","21","0046","25","22"
"3310","001956","2","13308","TU03","Open","Active","10","1","","","Non-Enrol","25","11","0047","25","17"
"3310","001956","2","13309","TU04","Open","Active","10","1","","","Non-Enrol","25","21","0048","25","22"
"3310","001956","2","13310","TU05","Open","Active","10","1","","","Non-Enrol","25","14","0049","25","16"
"3310","013617","1","13596","LA09","Open","Active","10","1","","","Non-Enrol","50","47","","",""
"3310","102281","1","13597","TU42","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","102281","1","13598","TU43","Open","Active","10","1","","","Non-Enrol","16","13","","",""
"3310","102281","1","13599","TU44","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3310","106160","1","13600","WR01","Open","Active","10","1","","","Enrolment","350","301","","",""
"3310","104408","1","13601","LE01","Open","Active","10","1","","","Enrolment","280","229","","",""
"3310","104408","1","13602","PR01","Open","Active","10","1","","","Non-Enrol","180","97","","",""
"3310","101895","1","13603","LE01","Open","Active","10","1","","","Enrolment","420","403","","",""
"3310","101893","1","13604","LE01","Open","Active","10","1","","","Enrolment","220","176","","",""
"3310","105247","1","13605","PR01","Open","Active","10","FY1","","","Enrolment","250","110","","",""
"3310","105247","1","13606","PR02","Closed","Active","10","FY1","","","Enrolment","250","250","","",""
"3310","104415","1","13607","LE01","Open","Active","10","1","","","Enrolment","289","285","","",""
"3310","104462","1","13608","LE01","Open","Active","10","1","","","Enrolment","80","47","","",""
"3310","104419","1","13609","PR01","Open","Active","10","1","","","Non-Enrol","80","25","","",""
"3310","104413","1","13610","LE01","Open","Active","10","1","","","Enrolment","130","91","","",""
"3310","104321","1","13611","PR03","Open","Active","10","1","","","Non-Enrol","8","4","","",""
"3310","104321","1","13612","PR04","Closed","Tentative","10","1","","","Non-Enrol","8","0","","",""
"3310","104408","1","13614","PR03","Closed","ToBeCancel","10","1","","","Non-Enrol","180","0","","",""
"3310","104408","1","13615","PR04","Closed","ToBeCancel","10","1","","","Non-Enrol","180","0","","",""
"3310","104568","1","13901","TU01","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3310","104568","1","13902","TU02","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3310","104568","1","13903","TU03","Open","Active","10","1","","","Non-Enrol","19","14","","",""
"3310","104568","1","13904","TU04","Closed","ToBeCancel","10","1","","","Non-Enrol","15","0","","",""
"3310","104568","1","13905","TU05","Open","Active","10","1","","","Non-Enrol","19","17","","",""
"3310","104568","1","13906","TU06","Open","Active","10","1","","","Non-Enrol","20","14","","",""
"3310","106868","1","13908","AU01","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","106868","1","13909","AU02","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3310","106661","1","13910","WR01","Open","Active","10","FY1","","","Non-Enrol","50","27","","",""
"3310","106784","1","13911","LE01","Open","Active","10","1","","","Enrolment","20","9","","",""
"3310","106784","1","13912","SE01","Open","Active","10","1","","","Non-Enrol","20","9","","",""
"3310","104356","1","14227","LE01","Open","Active","10","1","","","Enrolment","25","11","","",""
"3310","104356","1","14228","TU01","Open","Active","10","1","","","Non-Enrol","30","11","","",""
"3310","104348","1","14229","LE01","Open","Active","10","1","","","Enrolment","25","6","","",""
"3310","104348","1","14230","TU01","Open","Active","10","1","","","Non-Enrol","25","6","","",""
"3310","100487","1","14233","RS01","Open","Active","10","FM2","","","Enrolment","5","0","","",""
"3310","104393","1","14571","LE01","Open","Active","10","1","","","Enrolment","100","95","","",""
"3310","102638","1","14870","TU07","Closed","Active","10","1","","","Non-Enrol","8","9","","",""
"3310","102638","1","14871","TU08","Open","Active","10","1","","","Non-Enrol","21","18","","",""
"3310","019615","1","14872","TU04","Open","Active","10","1","","","Non-Enrol","13","12","","",""
"3310","104265","1","14873","TU03","Open","Active","10","1","","","Non-Enrol","9","8","","",""
"3310","104115","1","14874","LE07","Open","Active","16","1","","","Enrolment","27","25","","",""
"3310","104115","1","14875","LE08","Open","Active","17","1","","","Enrolment","27","21","","",""
"3310","104115","1","14876","SE07","Open","Active","16","1","","","Non-Enrol","27","25","","",""
"3310","104115","1","14877","SE08","Open","Active","17","1","","","Non-Enrol","27","21","","",""
"3310","104209","1","14878","LE01","Closed","Active","10","1","","","Enrolment","40","40","","",""
"3310","104209","1","14879","TU01","Closed","Active","10","1","","","Non-Enrol","40","40","","",""
"3310","105377","1","14880","LE01","Open","Active","10","1","","","Enrolment","160","128","","",""
"3310","104984","1","14881","LE01","Open","Active","10","1","","","Enrolment","12","5","","",""
"3310","104541","1","14882","LE01","Open","Active","10","1","","","Enrolment","15","12","","",""
"3310","106313","1","14884","LE01","Open","Active","10","1","","","Enrolment","80","39","","",""
"3310","104535","1","14885","TU01","Open","Active","10","1","","","Non-Enrol","15","6","","",""
"3310","106313","1","14886","TU01","Closed","ToBeCancel","10","1","","","Non-Enrol","12","0","","",""
"3310","106313","1","14887","TU02","Open","Active","10","1","","","Non-Enrol","17","10","","",""
"3310","104535","1","14888","TU04","Open","Active","10","1","","","Non-Enrol","15","11","","",""
"3310","106313","1","14889","TU03","Open","Active","10","1","","","Non-Enrol","17","15","","",""
"3310","106313","1","14890","TU04","Open","Active","10","1","","","Non-Enrol","17","14","","",""
"3310","106313","1","14891","TU05","Closed","ToBeCancel","10","1","","","Non-Enrol","12","0","","",""
"3310","105032","1","15230","PR01","Open","Active","10","1","","","Non-Enrol","56","54","","",""
"3310","105032","1","15231","PR02","Open","Active","10","1","","","Non-Enrol","56","39","","",""
"3310","105032","1","15232","TU01","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","105032","1","15233","TU02","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3310","105032","1","15234","TU03","Open","Active","10","1","","","Non-Enrol","16","12","","",""
"3310","105032","1","15235","TU04","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","105032","1","15236","TU05","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3310","104703","1","15237","PR01","Open","Active","10","1","","","Non-Enrol","25","21","","",""
"3310","104703","1","15238","PR02","Open","Active","10","1","","","Non-Enrol","25","7","","",""
"3310","104703","1","15239","TU01","Open","Active","10","1","","","Non-Enrol","16","11","","",""
"3310","104703","1","15240","TU02","Open","Active","10","1","","","Non-Enrol","16","9","","",""
"3310","104703","1","15241","TU03","Open","Active","10","1","","","Non-Enrol","16","8","","",""
"3310","006900","1","15242","PR01","Open","Active","10","1","","","Non-Enrol","50","32","","",""
"3310","006900","1","15243","TU01","Open","Active","10","1","","","Non-Enrol","50","32","","",""
"3310","104925","1","15244","SE01","Open","Active","10","1","","","Non-Enrol","40","33","","",""
"3310","104925","1","15245","TU01","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3310","104925","1","15246","TU02","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3310","104925","1","15247","TU03","Closed","ToBeCancel","10","1","","","Non-Enrol","14","0","","",""
"3310","100196","1","15248","PR01","Open","Active","10","1","","","Non-Enrol","100","85","","",""
"3310","100196","1","15249","TU01","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","100196","1","15250","TU02","Open","Active","10","1","","","Non-Enrol","20","11","","",""
"3310","100196","1","15251","TU03","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","100196","1","15252","TU04","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","100196","1","15253","TU05","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","100196","1","15254","TU06","Open","Active","10","1","","","Non-Enrol","15","10","","",""
"3310","006342","1","15255","PR01","Open","Active","10","1","","","Non-Enrol","55","53","","",""
"3310","104924","1","15256","TU01","Open","Active","10","1","","","Non-Enrol","60","36","","",""
"3310","104924","1","15257","TU02","Closed","Active","10","1","","","Non-Enrol","60","60","","",""
"3310","104924","1","15258","TU03","Closed","Active","10","1","","","Non-Enrol","61","61","","",""
"3310","104924","1","15259","TU04","Open","Active","10","1","","","Non-Enrol","60","56","","",""
"3310","106361","1","19736","WR09","Open","Active","10","1","","","Non-Enrol","30","28","","",""
"3310","001774","1","15552","01NT","Open","Active","1","FM2","","","Enrolment","40","3","","",""
"3310","002075","1","15555","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","002103","1","15557","01NT","Open","Active","1","FM2","","","Enrolment","30","1","","",""
"3310","002178","1","15558","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","002183","1","15559","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","002190","1","15560","01HO","Open","Active","1","FM2","","","Enrolment","35","0","","",""
"3310","002429","1","15562","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","002807","1","15565","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","100111","1","15864","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","100113","1","15866","01NT","Open","Active","1","TYD","","","Enrolment","35","1","","",""
"3310","100116","1","15867","01NT","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","100117","1","15868","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","100120","1","15869","01NT","Open","Active","1","TYA","","","Enrolment","10","1","","",""
"3310","100121","1","15870","01NT","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","100122","1","15871","01NT","Open","Active","1","TYA","","","Enrolment","10","0","","",""
"3310","100123","1","15872","01NT","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","100124","1","15873","01NT","Open","Active","1","TYA","","","Enrolment","35","0","","",""
"3310","100125","1","15874","01NT","Open","Active","1","TYD","","","Enrolment","35","0","","",""
"3310","100245","1","15876","01NT","Closed","Active","1","1","","","Enrolment","0","1","","",""
"3310","100264","1","15877","01NT","Open","Active","1","1","","","Enrolment","35","0","","",""
"3310","102512","1","16183","01NT","Open","Active","1","FY1","","","Enrolment","10","5","","",""
"3310","102513","1","16184","01NT","Open","Active","1","FM2","","","Enrolment","10","0","","",""
"3310","103692","1","16409","01NT","Open","Active","1","TYA","","","Enrolment","10","0","","",""
"3310","103693","1","16410","01NT","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","103694","1","16411","01NT","Open","Active","1","TYA","","","Enrolment","10","0","","",""
"3310","103695","1","16412","01NT","Open","Active","1","TYD","","","Enrolment","10","1","","",""
"3310","103696","1","16413","01HO","Open","Active","1","TYA","","","Enrolment","10","0","","",""
"3310","103697","1","16414","01HO","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","103698","1","16415","01HO","Open","Active","1","TYA","","","Enrolment","10","0","","",""
"3310","103699","1","16416","01HO","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","103700","1","16417","01NT","Open","Active","1","TYA","","","Enrolment","10","0","","",""
"3310","103701","1","16418","01NT","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","103753","1","16421","01HO","Open","Active","1","TYD","","","Enrolment","10","0","","",""
"3310","105231","1","16638","01NT","Open","Active","1","FY1","","","Enrolment","20","1","","",""
"3310","105232","1","16639","01NT","Open","Active","1","1","","","Enrolment","20","0","","",""
"3310","105233","1","16640","01NT","Open","Active","1","FY1","","","Enrolment","20","2","","",""
"3310","105234","1","16641","01NT","Open","Active","1","1","","","Enrolment","20","0","","",""
"3310","105255","1","16642","01HO","Open","Active","1","FY1","","","Enrolment","10","0","","",""
"3310","105256","1","16643","01HO","Open","Active","1","FM2","","","Enrolment","10","0","","",""
"3310","003169","2","13312","TU01","Closed","Active","10","1","","","Non-Enrol","25","25","0051","27","25"
"3310","003169","2","13313","TU02","Open","Active","10","1","","","Non-Enrol","25","19","0052","27","20"
"3310","003169","2","13314","TU03","Open","Active","10","1","","","Non-Enrol","25","6","0053","27","24"
"3310","003169","2","13314","TU03","Open","Active","10","1","","","Non-Enrol","25","6","0053","27","24"
"3310","003169","2","13314","TU03","Open","Active","10","1","","","Non-Enrol","25","6","0053","27","24"
"3310","003169","2","13314","TU03","Open","Active","10","1","","","Non-Enrol","25","6","0053","27","24"
"3310","003169","2","13314","TU03","Open","Active","10","1","","","Non-Enrol","25","6","0053","27","24"
"3310","003169","2","13315","TU04","Open","Active","10","1","","","Non-Enrol","25","23","0054","27","23"
"3310","003169","2","13316","TU05","Closed","Active","10","1","","","Non-Enrol","0","11","0053","27","24"
"3310","003169","2","13316","TU05","Closed","Active","10","1","","","Non-Enrol","0","11","0053","27","24"
"3310","003169","2","13316","TU05","Closed","Active","10","1","","","Non-Enrol","0","11","0053","27","24"
"3310","003169","2","13316","TU05","Closed","Active","10","1","","","Non-Enrol","0","11","0053","27","24"
"3310","003169","2","13316","TU05","Closed","Active","10","1","","","Non-Enrol","0","11","0053","27","24"
"3310","003169","2","13317","TU06","Closed","Active","10","1","","","Non-Enrol","0","6","0053","27","24"
"3310","003169","2","13317","TU06","Closed","Active","10","1","","","Non-Enrol","0","6","0053","27","24"
"3310","003169","2","13317","TU06","Closed","Active","10","1","","","Non-Enrol","0","6","0053","27","24"
"3310","003169","2","13317","TU06","Closed","Active","10","1","","","Non-Enrol","0","6","0053","27","24"
"3310","003169","2","13317","TU06","Closed","Active","10","1","","","Non-Enrol","0","6","0053","27","24"
"3310","104852","1","13319","TU01","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3310","104852","1","13320","TU02","Open","Active","10","1","","","Non-Enrol","30","24","","",""
"3310","102281","1","13616","TU49","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","102281","1","13617","TU50","Open","Active","10","1","","","Non-Enrol","25","19","","",""
"3310","102281","1","13618","TU51","Closed","Active","10","1","","","Non-Enrol","22","23","","",""
"3310","102281","1","13619","TU52","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3310","102281","1","13620","TU53","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","102281","1","13621","TU54","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","102281","1","13622","TU55","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","102281","1","13623","TU56","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","104443","1","13626","LE01","Open","Active","10","1","","","Enrolment","130","59","","",""
"3310","100225","1","13913","TU01","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3310","100225","1","13914","TU02","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3310","100225","1","13915","TU03","Open","Active","10","1","","","Non-Enrol","30","27","","",""
"3310","100225","1","13916","TU05","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3310","100225","1","13917","TU06","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3310","100225","1","13918","TU07","Closed","Active","10","1","","","Non-Enrol","16","16","","",""
"3310","104875","1","13919","LE01","Open","Active","10","1","","","Enrolment","175","128","","",""
"3310","104875","1","13920","TU01","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3310","104875","1","13921","TU02","Open","Active","10","1","","","Non-Enrol","18","14","","",""
"3310","104875","1","13922","TU03","Open","Active","10","1","","","Non-Enrol","18","16","","",""
"3310","104875","1","13923","TU05","Open","Active","10","1","","","Non-Enrol","18","16","","",""
"3310","104875","1","13924","TU06","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3310","104875","1","13925","TU07","Closed","ToBeCancel","10","1","","","Non-Enrol","17","0","","",""
"3310","104875","1","13926","TU08","Closed","ToBeCancel","10","1","","","Non-Enrol","17","0","","",""
"3310","104875","1","13927","TU09","Open","Active","10","1","","","Non-Enrol","18","13","","",""
"3310","104886","1","13928","PR01","Open","Active","10","1","","","Enrolment","10","7","","",""
"3310","104886","1","13929","PR02","Open","Active","10","1","","","Enrolment","10","7","","",""
"3310","104886","1","13930","WR01","Open","Active","10","1","","","Non-Enrol","20","14","","",""
"3310","104571","1","19593","TU06","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","104833","1","19595","TU04","Open","Active","10","1","","","Non-Enrol","32","29","","",""
"3310","004447","2","14253","LE01","Open","Active","10","1","","","Enrolment","40","23","","",""
"3310","102888","1","14256","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3310","102889","1","14258","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3310","102890","1","14260","LE01","Open","Active","10","1","","","Enrolment","20","0","","",""
"3310","001322","1","14261","LE01","Open","Active","10","1","","","Enrolment","40","18","","",""
"3310","009787","1","14263","LE01","Open","Active","10","1","","","Enrolment","50","40","","",""
"3310","104393","1","14572","TU01","Closed","Active","10","1","","","Non-Enrol","25","25","","",""
"3310","104393","1","14573","TU02","Open","Active","10","1","","","Non-Enrol","25","23","","",""
"3310","104393","1","14574","TU03","Open","Active","10","1","","","Non-Enrol","25","23","","",""
"3310","104393","1","14575","TU04","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3310","105578","1","14576","LE01","Open","Active","10","1","","","Enrolment","109","78","","",""
"3310","105578","1","14577","PR01","Closed","Active","10","1","","","Non-Enrol","42","42","","",""
"3310","105578","1","14578","TU01","Closed","Active","10","1","","","Non-Enrol","24","24","","",""
"3310","105578","1","14579","TU02","Open","Active","10","1","","","Non-Enrol","25","23","","",""
"3310","105578","1","14580","TU03","Open","Active","10","1","","","Non-Enrol","8","7","","",""
"3310","105578","1","14581","TU04","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3310","105963","1","14588","CO01","Open","Active","10","1","","","Non-Enrol","60","19","","",""
"3310","105963","1","14589","LE01","Open","Active","10","1","","","Enrolment","60","19","","",""
"3310","105963","1","14590","TU01","Open","Active","10","1","","","Non-Enrol","60","19","","",""
"3310","101403","1","14593","LE01","Open","Active","10","1","","","Enrolment","120","88","","",""
"3310","101403","1","14594","PR01","Open","Active","10","1","","","Non-Enrol","20","17","0069","20","19"
"3310","101403","1","14595","PR02","Open","Active","10","1","","","Non-Enrol","20","11","0070","20","12"
"3310","101403","1","14596","PR03","Open","Active","10","1","","","Non-Enrol","20","17","0071","20","20"
"3310","101403","1","14599","PR04","Open","Active","10","1","","","Non-Enrol","20","9","0072","20","19"
"3310","101403","1","14600","PR05","Closed","Active","10","1","","","Non-Enrol","20","20","0073","20","20"
"3310","101403","1","14601","PR06","Open","Active","10","1","","","Non-Enrol","20","14","0074","20","20"
"3310","018570","1","14896","LE02","Closed","ToBeCancel","10","FY1","","","Enrolment","170","0","","",""
"3310","106269","1","14897","LE01","Closed","Active","10","1","","","Enrolment","0","0","","",""
"3310","106269","1","14898","TU01","Closed","Active","10","1","","","Non-Enrol","0","0","","",""
"3310","013241","1","14899","CB22","Open","Active","10","FY1","","","Non-Enrol","9","5","","",""
"3310","013241","1","14900","CB23","Closed","Active","10","FY1","","","Non-Enrol","9","9","","",""
"3310","018097","1","14901","CL10","Open","Active","10","FY1","","","Enrolment","12","11","","",""
"3310","018097","1","14902","CL11","Open","Active","10","FY1","","","Enrolment","60","58","","",""
"3310","106184","1","14903","LE02","Open","Active","10","FY1","","","Enrolment","100","86","","",""
"3310","102166","1","14904","LE02","Open","Active","10","FY1","","","Enrolment","100","94","","",""
"3310","003808","1","14905","TU01","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","003808","1","14906","TU02","Open","Active","10","1","","","Non-Enrol","20","15","","",""
"3310","003808","1","14907","TU03","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","003808","1","14908","TU04","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","003808","1","14909","TU05","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","003808","1","14910","TU06","Open","Active","10","1","","","Non-Enrol","21","20","","",""
"3310","003808","1","14911","TU07","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","003808","1","14912","TU08","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","003808","1","14913","TU09","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","003808","1","14914","TU10","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","003808","1","14915","TU11","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","003808","1","14916","TU12","Open","Active","10","1","","","Non-Enrol","20","14","","",""
"3310","003808","1","14917","TU13","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3310","003808","1","14918","TU14","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","003808","1","14919","TU15","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","003808","1","14920","TU16","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","002076","1","15260","TU22","Closed","Tentative","10","1","","","Enrolment","20","0","","",""
"3310","105048","1","15261","TU01","Open","Active","10","1","","","Non-Enrol","45","28","","",""
"3310","106522","1","19741","TU05","Closed","Active","10","1","LE01","SE01","Enrolment","22","22","","",""
"3310","106522","1","19742","TU06","Open","Active","10","1","LE01","SE01","Enrolment","22","20","","",""
"3310","104255","1","15264","TU02","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3310","104255","1","15265","TU04","Closed","Active","10","1","","","Non-Enrol","17","17","","",""
"3310","104255","1","15266","TU05","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3310","104255","1","15268","TU08","Closed","Active","10","1","","","Non-Enrol","17","17","","",""
"3310","104255","1","15269","TU09","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3310","104255","1","15271","TU12","Open","Active","10","1","","","Non-Enrol","16","15","","",""
"3310","104255","1","15272","TU13","Closed","Active","10","1","","","Non-Enrol","17","17","","",""
"3310","003019","1","15569","01NT","Open","Active","1","FM2","","","Enrolment","20","0","","",""
"3310","003025","1","15570","01NT","Open","Active","1","FM2","","","Enrolment","35","0","","",""
"3310","003058","1","15571","01NT","Open","Active","1","FM2","","","Enrolment","10","0","","",""
"3310","003062","1","15572","01WT","Open","Active","1","FM2","","","Enrolment","35","0","","",""
"3310","003152","1","15573","01NT","Open","Active","1","FM2","","","Enrolment","10","0","","",""
"3310","003236","1","15576","01NT","Open","Active","1","FM2","","","Enrolment","5","0","","",""
"3310","003315","1","15578","01NT","Open","Active","1","1","","","Enrolment","35","2","","",""
"3310","003500","1","15582","01HO","Open","Active","1","FM2","","","Enrolment","35","0","","",""
"3310","100460","1","15896","01NT","Open","Active","1","FY1","","","Enrolment","175","159","","",""
"3310","100462","1","15897","01NT","Open","Active","1","FY1","","","Enrolment","198","189","","",""
"3310","100464","1","15898","01NT","Open","Active","1","FY1","","","Enrolment","180","172","","",""
