"Term","Course ID","Offer Nbr","Class Nbr","Section","Enrl Stat","Class Stat","Assoc","Session","Auto Enrol","Auto Enr 2","Class Type","Cap Enrl","Tot Enrl","Comb Sects ID","Combined Sect Cap Enrl","Combined Sect Tot Enrl"
"3310","105603","1","11222","TU01","Open","Active","10","1","","","Non-Enrol","40","12","","",""
"3310","104775","1","11223","LE01","Open","Active","10","1","","","Enrolment","40","34","","",""
"3310","104775","1","11224","TU01","Open","Active","10","1","","","Non-Enrol","40","34","","",""
"3310","104710","1","11225","LE01","Open","Active","10","1","","","Enrolment","26","25","","",""
"3310","104710","1","11226","LE02","Closed","Active","10","1","","","Enrolment","24","24","","",""
"3310","104710","1","11227","LE03","Open","Active","10","1","","","Enrolment","20","19","","",""
"3310","104710","1","11228","LE04","Closed","Active","10","1","","","Enrolment","24","24","","",""
"3310","104710","1","11229","LE05","Closed","Active","10","1","","","Enrolment","20","20","","",""
"3310","104710","1","11230","TU01","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","104710","1","11231","TU02","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","104710","1","11232","TU03","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","104710","1","11233","TU04","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3310","104710","1","11234","TU05","Closed","Active","10","1","","","Non-Enrol","28","28","","",""
"3310","104710","1","11235","WR01","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3310","104710","1","11236","WR02","Closed","Active","10","1","","","Non-Enrol","22","22","","",""
"3310","104710","1","11237","WR03","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3310","104710","1","11238","WR04","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3310","104710","1","11239","WR05","Open","Active","10","1","","","Non-Enrol","22","21","","",""
"3310","009786","2","11542","LE01","Open","Active","10","1","","","Non-Enrol","140","129","","",""
"3310","101975","1","11543","LA01","Open","Active","10","1","","","Non-Enrol","29","24","","",""
"3310","101975","1","11544","LA02","Open","Active","10","1","","","Non-Enrol","29","22","","",""
"3310","101975","1","11545","LA03","Open","Active","10","1","","","Non-Enrol","29","21","","",""
"3310","101975","1","11546","LA04","Open","Active","10","1","","","Non-Enrol","29","20","","",""
"3310","101975","1","11547","LA05","Open","Active","10","1","","","Non-Enrol","29","22","","",""
"3310","102017","1","11548","LE01","Open","Active","10","1","","","Non-Enrol","48","25","","",""
"3310","102017","1","11549","PR01","Open","Active","10","1","","","Enrolment","48","25","","",""
"3310","101399","1","11550","LE01","Open","Active","10","1","","","Non-Enrol","100","75","","",""
"3310","101399","1","11551","PR01","Open","Active","10","1","","","Non-Enrol","100","75","","",""
"3310","101399","1","11552","TU01","Closed","Active","10","1","","","Enrolment","25","25","","",""
"3310","101399","1","11553","TU02","Open","Active","10","1","","","Enrolment","25","21","","",""
"3310","101399","1","11554","TU03","Open","Active","10","1","","","Enrolment","25","23","","",""
"3310","101399","1","11555","TU04","Closed","Active","10","1","","","Enrolment","6","6","","",""
"3310","006642","1","11556","LE01","Open","Active","10","1","","","Enrolment","280","192","","",""
"3310","104069","1","11557","TU01","Open","Active","10","1","","","Non-Enrol","80","72","","",""
"3310","106864","1","11559","LE01","Closed","Active","10","1","","","Enrolment","0","0","","",""
"3310","106864","1","11560","PR01","Open","Active","10","1","","","Non-Enrol","1","0","","",""
"3310","105734","1","11980","LE01","Open","Active","10","1","","","Non-Enrol","5","0","","",""
"3310","106335","1","11983","LE01","Open","Active","10","1","","","Enrolment","70","56","","",""
"3310","106335","1","11984","TU01","Open","Active","10","1","","","Non-Enrol","17","14","","",""
"3310","106335","1","11985","TU02","Open","Active","10","1","","","Non-Enrol","18","12","","",""
"3310","106335","1","11986","TU03","Open","Active","10","1","","","Non-Enrol","18","14","","",""
"3310","102098","1","12123","TE02","Open","Active","10","FY1","","","Non-Enrol","20","0","","",""
"3310","102098","1","12124","TE03","Open","Active","10","FY1","","","Non-Enrol","20","1","","",""
"3310","102098","1","12125","TE04","Open","Active","10","FY1","","","Non-Enrol","20","0","","",""
"3310","102098","1","12126","TE05","Open","Active","10","FY1","","","Non-Enrol","20","1","","",""
"3310","102098","1","12127","TE06","Open","Active","10","FY1","","","Non-Enrol","20","0","","",""
"3310","102098","1","12128","TE07","Open","Active","10","FY1","","","Non-Enrol","20","0","","",""
"3310","102098","1","12129","TE08","Open","Active","10","FY1","","","Non-Enrol","20","1","","",""
"3310","105876","1","12131","TU04","Open","Active","10","1","","","Non-Enrol","30","29","","",""
"3310","105876","1","12132","WR03","Open","Active","10","1","LE01","","Enrolment","45","41","","",""
"3310","105513","1","12479","LE01","Open","Active","10","1","","","Non-Enrol","66","64","","",""
"3310","105513","1","12480","TU01","Closed","Active","10","1","","","Enrolment","22","23","","",""
"3310","105513","1","12482","TU03","Open","Active","10","1","","","Enrolment","22","20","","",""
"3310","105513","1","12483","TU04","Open","Active","10","1","","","Enrolment","22","21","","",""
"3310","104901","1","12484","LE01","Open","Active","10","1","","","Non-Enrol","36","22","","",""
"3310","104901","1","12485","TU01","Open","Active","10","1","","","Enrolment","18","11","","",""
"3310","104901","1","12486","TU02","Open","Stop Enrl","10","1","","","Enrolment","16","0","","",""
"3310","104901","1","12487","TU03","Open","Active","10","1","","","Enrolment","18","11","","",""
"3310","104901","1","12488","TU04","Closed","Tentative","10","1","","","Enrolment","20","0","","",""
"3310","104901","1","12489","TU05","Closed","Tentative","10","1","","","Enrolment","20","0","","",""
"3310","102194","1","12490","PR01","Open","Active","10","1","","","Non-Enrol","75","39","","",""
"3310","102194","1","12491","TU01","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3310","102194","1","12492","TU02","Open","Active","10","1","","","Non-Enrol","25","9","","",""
"3310","102194","1","12493","TU03","Open","Active","10","1","","","Non-Enrol","25","6","","",""
"3310","105586","2","12494","LE01","Open","Active","10","1","","","Enrolment","30","6","","",""
"3310","101507","1","12496","CM01","Open","Active","10","1","","","Enrolment","45","29","","",""
"3310","101507","1","12497","TU02","Closed","Active","10","1","","","Non-Enrol","3","3","","",""
"3310","101507","1","12498","TU03","Closed","Active","10","1","","","Non-Enrol","3","3","","",""
"3310","101507","1","12499","TU04","Open","Active","10","1","","","Non-Enrol","3","2","","",""
"3310","106533","1","12998","ST03","Closed","Tentative","10","1","LE01","","Enrolment","20","0","","",""
"3310","106533","1","12999","ST04","Open","Active","10","1","LE01","","Enrolment","22","20","","",""
"3310","106533","1","13000","ST05","Open","Active","10","1","LE01","","Enrolment","22","20","","",""
"3310","106533","1","13001","ST06","Closed","Tentative","10","1","LE01","","Enrolment","18","0","","",""
"3310","106533","1","13002","ST07","Closed","Tentative","10","1","LE01","","Enrolment","0","0","","",""
"3310","106533","1","13003","ST08","Open","Active","10","1","LE01","","Enrolment","23","22","","",""
"3310","106533","1","13004","ST09","Open","Active","10","1","LE01","","Enrolment","23","22","","",""
"3310","106533","1","13005","ST10","Closed","Active","10","1","LE01","","Enrolment","22","22","","",""
"3310","106533","1","13006","ST11","Open","Tentative","10","1","LE01","","Enrolment","15","0","","",""
"3310","106535","1","13007","LE01","Open","Active","10","1","","","Non-Enrol","130","118","","",""
"3310","106535","1","13008","ST01","Open","Active","10","1","LE01","","Enrolment","22","19","","",""
"3310","106535","1","13009","ST02","Open","Active","10","1","LE01","","Enrolment","22","21","","",""
"3310","106535","1","13010","ST03","Closed","Active","10","1","LE01","","Enrolment","22","22","","",""
"3310","106535","1","13011","ST04","Open","Active","10","1","LE01","","Enrolment","22","20","","",""
"3310","106535","1","13012","ST05","Open","Active","10","1","LE01","","Enrolment","22","19","","",""
"3310","106535","1","13013","ST06","Open","Active","10","1","LE01","","Enrolment","21","17","","",""
"3310","106537","1","13014","ST01","Open","Active","10","1","LE01","","Enrolment","21","20","","",""
"3310","106537","1","13015","ST02","Open","Active","10","1","LE01","","Enrolment","21","18","","",""
"3310","106537","1","13016","ST03","Open","Active","10","1","LE01","","Enrolment","22","21","","",""
"3310","106537","1","13017","ST04","Open","Active","10","1","LE01","","Enrolment","21","20","","",""
"3310","106537","1","13018","ST05","Closed","Active","10","1","LE01","","Enrolment","21","21","","",""
"3310","104372","1","10216","LE01","Open","Active","10","1","","","Enrolment","28","23","","",""
"3310","104372","1","10217","TU01","Closed","Tentative","10","1","","","Non-Enrol","0","0","","",""
"3310","104372","1","10218","TU02","Open","Active","10","1","","","Non-Enrol","28","23","","",""
"3310","104269","1","10223","TU01","Closed","Active","10","1","","","Non-Enrol","7","8","","",""
"3310","019615","1","10224","TU01","Open","Active","10","1","","","Non-Enrol","13","11","","",""
"3310","019615","1","10225","TU02","Closed","Tentative","10","1","","","Non-Enrol","1","0","","",""
"3310","019615","1","10226","TU03","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","013643","1","10227","TU01","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","013643","1","10228","TU02","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","013643","1","10229","TU03","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","013643","1","10230","TU04","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","013643","1","10231","TU05","Closed","Active","10","1","","","Non-Enrol","21","23","","",""
"3310","013643","1","10232","TU06","Open","Active","10","1","","","Non-Enrol","21","18","","",""
"3310","105854","1","10534","LE01","Open","Active","10","1","","","Enrolment","175","149","","",""
"3310","105854","1","10535","TU01","Open","Active","10","1","","","Non-Enrol","22","20","","",""
"3310","105854","1","10536","TU02","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3310","105854","1","10537","TU03","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","105854","1","10538","TU04","Open","Active","10","1","","","Non-Enrol","22","19","","",""
"3310","105854","1","10539","TU05","Open","Active","10","1","","","Non-Enrol","22","19","","",""
"3310","105854","1","10540","TU06","Open","Active","10","1","","","Non-Enrol","22","21","","",""
"3310","004864","1","10541","TU01","Open","Active","10","1","","","Non-Enrol","22","20","","",""
"3310","004864","1","10542","TU02","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3310","004864","1","10543","TU03","Open","Active","10","1","","","Non-Enrol","22","15","","",""
"3310","004864","1","10544","TU04","Open","Active","10","1","","","Non-Enrol","22","17","","",""
"3310","004864","1","10545","TU05","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3310","004864","1","10546","TU06","Open","Active","10","1","","","Non-Enrol","22","21","","",""
"3310","004864","1","10547","TU07","Open","Active","10","1","","","Non-Enrol","22","20","","",""
"3310","004864","1","10548","TU08","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3310","004864","1","10549","TU09","Open","Active","10","1","","","Non-Enrol","23","21","","",""
"3310","004864","1","10550","TU11","Open","Active","10","1","","","Non-Enrol","2223","19","","",""
"3310","004864","1","10551","TU12","Open","Active","10","1","","","Non-Enrol","23","17","","",""
"3310","004864","1","10552","TU13","Open","Active","10","1","","","Non-Enrol","23","21","","",""
"3310","004864","1","10553","TU14","Open","Active","10","1","","","Non-Enrol","23","19","","",""
"3310","004864","1","10554","TU15","Open","Active","10","1","","","Non-Enrol","23","21","","",""
"3310","004864","1","10555","TU16","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3310","004864","1","10556","TU17","Open","Active","10","1","","","Non-Enrol","22","17","","",""
"3310","104714","1","11240","LE01","Open","Active","10","1","","","Enrolment","17","15","","",""
"3310","104714","1","11241","LE02","Open","Active","10","1","","","Enrolment","18","15","","",""
"3310","104714","1","11242","LE03","Open","Active","10","1","","","Enrolment","17","9","","",""
"3310","104714","1","11243","LE04","Open","Active","10","1","","","Enrolment","19","18","","",""
"3310","104714","1","11244","LE05","Closed","ToBeCancel","10","1","","","Enrolment","12","0","","",""
"3310","104714","1","11245","SE01","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3310","104714","1","11246","SE02","Closed","Active","10","1","","","Non-Enrol","17","17","","",""
"3310","104714","1","11247","SE03","Closed","ToBeCancel","10","1","","","Non-Enrol","17","0","","",""
"3310","104714","1","11248","SE04","Open","Active","10","1","","","Non-Enrol","18","12","","",""
"3310","104714","1","11249","SE05","Open","Active","10","1","","","Non-Enrol","18","12","","",""
"3310","018146","1","11561","LE01","Open","Active","10","FY1","","","Enrolment","180","172","","",""
"3310","104250","1","11562","LE01","Open","Active","10","1","","","Enrolment","54","53","","",""
"3310","104251","1","11565","LE01","Open","Active","10","1","","","Enrolment","252","235","","",""
"3310","104252","1","11566","LE01","Open","Active","10","1","","","Enrolment","209","204","","",""
"3310","104252","1","11567","TU02","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3310","104252","1","11568","TU03","Open","Active","10","1","","","Non-Enrol","18","17","","",""
"3310","104252","1","11569","TU04","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3310","104252","1","11571","TU08","Closed","Active","10","1","","","Non-Enrol","18","18","","",""
"3310","104255","1","11572","LE01","Open","Active","10","1","","","Enrolment","182","174","","",""
"3310","106518","1","11573","LE01","Open","Active","10","1","","","Enrolment","45","30","","",""
"3310","106518","1","11574","TU01","Open","Active","10","1","","","Non-Enrol","45","30","","",""
"3310","106517","1","11575","CO01","Open","Active","10","1","","","Non-Enrol","35","33","","",""
"3310","106517","1","11576","LE01","Open","Active","10","1","","","Enrolment","35","33","","",""
"3310","106517","1","11577","PR01","Open","Active","10","1","","","Non-Enrol","35","33","","",""
"3310","106304","1","11987","LE01","Open","Active","10","1","","","Enrolment","80","56","","",""
"3310","106304","1","11988","WR01","Closed","ToBeCancel","10","1","","","Non-Enrol","20","0","","",""
"3310","106304","1","11989","WR02","Open","Active","10","1","","","Non-Enrol","25","15","","",""
"3310","106304","1","11990","WR03","Open","Active","10","1","","","Non-Enrol","25","24","","",""
"3310","106304","1","11991","WR04","Closed","ToBeCancel","10","1","","","Non-Enrol","20","0","","",""
"3310","106304","1","11992","WR05","Open","Active","10","1","","","Non-Enrol","25","17","","",""
"3310","106320","1","11993","LE01","Open","Active","10","1","","","Enrolment","80","77","","",""
"3310","106320","1","11994","SE01","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","106320","1","11995","SE02","Closed","Active","10","1","","","Non-Enrol","20","20","","",""
"3310","106320","1","11996","SE03","Open","Active","10","1","","","Non-Enrol","20","17","","",""
"3310","106303","1","11997","LE01","Open","Active","10","1","","","Enrolment","120","85","","",""
"3310","106303","1","11998","TU01","Open","Active","10","1","","","Non-Enrol","19","16","","",""
"3310","106303","1","11999","TU02","Closed","ToBeCancel","10","1","","","Non-Enrol","17","0","","",""
"3310","106303","1","12000","TU03","Open","Active","10","1","","","Non-Enrol","17","10","","",""
"3310","106303","1","12001","TU04","Open","Active","10","1","","","Non-Enrol","17","11","","",""
"3310","106303","1","12002","TU05","Closed","ToBeCancel","10","1","","","Non-Enrol","17","0","","",""
"3310","106303","1","12003","TU06","Open","Active","10","1","","","Non-Enrol","18","13","","",""
"3310","106303","1","12004","TU07","Open","Active","10","1","","","Non-Enrol","20","19","","",""
"3310","106303","1","12005","TU08","Open","Active","10","1","","","Non-Enrol","20","16","","",""
"3310","106337","1","12006","LE01","Open","Active","10","1","","","Enrolment","80","35","","",""
"3310","106337","1","12007","TU01","Open","Active","10","1","","","Non-Enrol","15","13","","",""
"3310","106337","1","12008","TU02","Closed","Active","10","1","","","Non-Enrol","15","15","","",""
"3310","106337","1","12009","TU03","Closed","ToBeCancel","10","1","","","Non-Enrol","15","0","","",""
"3310","106337","1","12010","TU04","Closed","ToBeCancel","10","1","","","Non-Enrol","15","0","","",""
"3310","106337","1","12011","TU05","Open","Active","10","1","","","Non-Enrol","15","7","","",""
"3310","106305","1","12012","LE01","Open","Active","10","1","","","Enrolment","90","79","","",""
"3310","106305","1","12013","WR01","Closed","ToBeCancel","10","1","","","Non-Enrol","20","0","","",""
"3310","106305","1","12014","WR02","Open","Active","10","1","","","Non-Enrol","28","27","","",""
"3310","106305","1","12015","WR03","Open","Active","10","1","","","Non-Enrol","28","26","","",""
"3310","106305","1","12016","WR04","Open","Active","10","1","","","Non-Enrol","28","16","","",""
"3310","106305","1","12017","WR05","Open","Active","10","1","","","Non-Enrol","28","10","","",""
"3310","106324","1","12018","LE01","Open","Active","10","1","","","Enrolment","70","52","","",""
"3310","105439","1","12148","PR01","Open","Active","10","1","","","Non-Enrol","31","27","","",""
"3310","105877","1","12149","PR01","Open","Active","10","1","","","Non-Enrol","70","24","0028","70","42"
"3310","105877","1","12149","PR01","Open","Active","10","1","","","Non-Enrol","70","24","0028","70","42"
"3310","105874","1","12150","LE01","Open","Active","10","1","","","Non-Enrol","78","48","0027","135","116"
"3310","105874","1","12150","LE01","Open","Active","10","1","","","Non-Enrol","78","48","0027","135","116"
"3310","105874","1","12151","PR01","Open","Active","10","1","","","Non-Enrol","78","7","0028","70","42"
"3310","105874","1","12151","PR01","Open","Active","10","1","","","Non-Enrol","78","7","0028","70","42"
"3310","105874","1","12152","WR01","Open","Active","10","1","LE01","","Enrolment","80","18","0033","80","55"
"3310","105874","1","12152","WR01","Open","Active","10","1","LE01","","Enrolment","80","18","0033","80","55"
"3310","105874","1","12153","TU01","Open","Active","10","1","","","Non-Enrol","30","13","0030","36","30"
"3310","105874","1","12154","TU02","Open","Active","10","1","","","Non-Enrol","30","14","0031","36","29"
"3310","105874","1","12155","TU03","Open","Active","10","1","","","Non-Enrol","30","18","0032","45","34"
"3310","101507","1","12500","TU05","Closed","Active","10","1","","","Non-Enrol","3","3","","",""
"3310","101507","1","12501","TU06","Open","Active","10","1","","","Non-Enrol","3","2","","",""
"3310","101507","1","12502","TU07","Closed","Active","10","1","","","Non-Enrol","3","3","","",""
"3310","101507","1","12503","TU08","Closed","Active","10","1","","","Non-Enrol","3","3","","",""
"3310","101507","1","12504","TU09","Open","Active","10","1","","","Non-Enrol","3","2","","",""
"3310","101507","1","12505","TU10","Open","Active","10","1","","","Non-Enrol","3","0","","",""
"3310","101507","1","12506","TU11","Open","Active","10","1","","","Non-Enrol","3","1","","",""
"3310","101507","1","12507","TU12","Open","Active","10","1","","","Non-Enrol","3","1","","",""
"3310","101507","1","12508","TU13","Open","Active","10","1","","","Non-Enrol","3","0","","",""
"3310","101507","1","12509","TU14","Closed","Active","10","1","","","Non-Enrol","3","3","","",""
"3310","105004","1","12510","LE01","Closed","Active","10","1","","","Enrolment","95","99","","",""
"3310","105004","1","12511","TU01","Closed","Active","10","1","","","Non-Enrol","95","99","","",""
"3310","105531","1","12512","LE01","Open","Active","10","1","","","Enrolment","20","13","","",""
"3310","105531","1","12513","TU01","Open","Active","10","1","","","Non-Enrol","20","13","","",""
"3310","105443","1","12514","LE01","Open","Active","10","1","","","Enrolment","80","78","","",""
"3310","105443","1","12515","TU01","Open","Active","10","1","","","Non-Enrol","80","78","","",""
"3310","106396","1","12516","TU02","Open","Active","10","1","","","Non-Enrol","45","43","","",""
"3310","105021","1","12517","LE01","Open","Active","10","1","","","Enrolment","40","31","","",""
"3310","105021","1","12518","TU01","Open","Active","10","1","","","Non-Enrol","40","31","","",""
"3310","105664","1","12519","LE01","Open","Active","10","1","","","Enrolment","166","157","","",""
"3310","105664","1","12520","TU01","Open","Active","10","1","","","Non-Enrol","166","157","","",""
"3310","104172","1","12521","LE01","Open","Active","10","1","","","Enrolment","40","30","","",""
"3310","104171","1","12522","LE01","Open","Active","10","1","","","Enrolment","60","54","","",""
"3310","104171","1","12523","WR01","Open","Active","10","1","","","Non-Enrol","60","54","","",""
"3310","102701","1","12524","TU21","Closed","Tentative","10","1","","","Enrolment","20","0","","",""
"3310","106522","1","12976","SE01","Open","Active","10","1","","","Non-Enrol","141","128","","",""
"3310","106522","1","12977","TU01","Open","Active","10","1","LE01","SE01","Enrolment","25","22","","",""
"3310","106522","1","12978","TU02","Open","Active","10","1","LE01","SE01","Enrolment","25","23","","",""
"3310","106522","1","12979","TU03","Open","Active","10","1","LE01","SE01","Enrolment","25","20","","",""
"3310","106522","1","12980","TU04","Open","Active","10","1","LE01","SE01","Enrolment","22","21","","",""
"3310","106522","1","12981","WR01","Open","Active","10","1","","","Non-Enrol","47","45","","",""
"3310","106522","1","12982","WR02","Open","Active","10","1","","","Non-Enrol","47","37","","",""
"3310","106522","1","12983","WR03","Open","Active","10","1","","","Non-Enrol","47","46","","",""
"3310","106522","1","12984","LE01","Open","Active","10","1","","","Non-Enrol","141","128","","",""
"3310","106523","1","12985","LE01","Open","Active","10","1","","","Non-Enrol","125","114","","",""
"3310","106523","1","12986","SE01","Open","Active","10","1","","","Non-Enrol","125","114","","",""
"3310","106523","1","12987","TU01","Open","Active","10","1","LE01","SE01","Enrolment","25","24","","",""
"3310","106523","1","12988","TU02","Open","Active","10","1","LE01","SE01","Enrolment","25","24","","",""
"3310","106523","1","12989","TU03","Open","Active","10","1","LE01","SE01","Enrolment","25","22","","",""
"3310","106523","1","12990","TU04","Open","Active","10","1","LE01","SE01","Enrolment","25","21","","",""
"3310","106523","1","12991","TU05","Open","Active","10","1","LE01","SE01","Enrolment","26","23","","",""
"3310","106523","1","12992","WR01","Open","Active","10","1","","","Non-Enrol","42","37","","",""
"3310","106523","1","12993","WR02","Open","Active","10","1","","","Non-Enrol","41","39","","",""
"3310","106523","1","12994","WR03","Open","Active","10","1","","","Non-Enrol","41","38","","",""
"3310","106533","1","12995","LE01","Open","Active","10","1","","","Non-Enrol","157","148","","",""
"3310","106533","1","12996","ST01","Open","Active","10","1","LE01","","Enrolment","23","21","","",""
"3310","106533","1","12997","ST02","Open","Active","10","1","LE01","","Enrolment","22","21","","",""
"3310","104363","1","10233","TU01","Open","Active","10","1","","","Non-Enrol","28","25","","",""
"3310","104363","1","10234","TU02","Open","Active","10","1","","","Non-Enrol","28","16","","",""
"3310","104363","1","10235","TU03","Open","Active","10","1","","","Non-Enrol","28","22","","",""
"3310","104363","1","10236","LE01","Open","Active","10","1","","","Enrolment","70","63","","",""
"3310","104369","1","10237","TU01","Open","Active","10","1","","","Non-Enrol","28","15","","",""
"3310","104369","1","10238","TU02","Open","Active","10","1","","","Non-Enrol","28","26","","",""
"3310","102638","1","10239","TU01","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","102638","1","10240","TU02","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","102638","1","10241","TU03","Open","Active","10","1","","","Non-Enrol","21","20","","",""
"3310","102638","1","10242","TU04","Closed","Active","10","1","","","Non-Enrol","21","22","","",""
"3310","102638","1","10243","TU05","Closed","Active","10","1","","","Non-Enrol","21","21","","",""
"3310","102638","1","10244","TU06","Closed","Active","10","1","","","Non-Enrol","21","22","","",""
"3310","104270","1","10245","TU01","Closed","Active","10","1","","","Non-Enrol","12","12","","",""
"3310","104416","1","10250","LE01","Open","Active","10","1","","","Enrolment","220","160","","",""
"3310","102462","1","10251","LE01","Open","Active","10","1","","","Enrolment","14","12","","",""
"3310","104446","1","10253","LE01","Open","Active","10","1","","","Enrolment","170","145","","",""
"3310","104758","1","10558","LE01","Open","Active","10","1","","","Enrolment","200","118","","",""
"3310","104758","1","10559","TU02","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","104758","1","10560","TU03","Open","Active","10","1","","","Non-Enrol","21","19","","",""
"3310","104758","1","10561","TU04","Open","Active","10","1","","","Non-Enrol","22","19","","",""
"3310","104758","1","10562","TU05","Open","Active","10","1","","","Non-Enrol","21","20","","",""
"3310","104758","1","10563","TU07","Closed","Active","10","1","","","Non-Enrol","23","23","","",""
"3310","104758","1","10564","TU08","Open","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3310","104758","1","10565","TU10","Open","Active","10","1","","","Non-Enrol","20","18","","",""
"3310","104758","1","10566","TU11","Closed","ToBeCancel","10","1","","","Non-Enrol","20","0","","",""
"3310","104758","1","10567","TU14","Closed","Tentative","10","1","","","Non-Enrol","20","0","","",""
"3310","104230","1","10947","LE02","Open","Active","10","1","","","Enrolment","134","130","","",""
"3310","105527","1","10948","LE01","Open","Active","10","1","","","Enrolment","80","66","","",""
"3310","105438","1","10950","LE01","Open","Active","10","1","","","Enrolment","40","11","","",""
"3310","018078","1","11258","LE01","Open","Active","10","FY1","","","Enrolment","180","172","","",""
"3310","106513","1","11579","LE01","Open","Active","10","1","","","Enrolment","56","34","","",""
"3310","106513","1","11581","PR01","Open","Active","10","1","","","Non-Enrol","56","34","","",""
"3310","106513","1","11583","TU01","Open","Active","10","1","","","Non-Enrol","56","34","","",""
"3310","104408","1","11585","PR02","Open","Active","10","1","","","Non-Enrol","180","132","","",""
"3310","104393","1","11586","PR01","Open","Active","10","1","","","Non-Enrol","70","64","","",""
"3310","104527","1","11587","LE01","Open","Active","10","1","","","Non-Enrol","18","12","","",""
"3310","104525","1","11588","LE01","Open","Active","10","1","","","Non-Enrol","15","12","","",""
"3310","104529","1","11589","SE01","Open","Active","10","1","","","Enrolment","20","19","","",""
"3310","104517","1","11590","SE02","Open","Active","10","1","","","Enrolment","20","19","","",""
"3310","105877","1","19681","PR04","Open","Active","11","1","","","Non-Enrol","78","4","0029","72","69"
"3310","105877","1","19681","PR04","Open","Active","11","1","","","Non-Enrol","78","4","0029","72","69"
"3310","106324","1","12019","TU01","Open","Active","10","1","","","Non-Enrol","17","15","","",""
"3310","106324","1","12020","TU02","Closed","ToBeCancel","10","1","","","Non-Enrol","15","0","","",""
"3310","104236","1","12022","LE01","Open","Active","10","1","","","Enrolment","378","364","","",""
"3310","104310","1","12026","PR01","Closed","Active","10","1","","","Non-Enrol","70","71","","",""
"3310","104418","1","12027","LE01","Open","Active","10","1","","","Enrolment","250","210","","",""
"3310","104252","1","12028","TU09","Open","Active","10","1","","","Non-Enrol","17","16","","",""
"3310","102305","1","12031","LA02","Open","Active","11","1","WR02","","Enrolment","72","31","","",""
"3310","103549","1","12032","LE01","Open","Active","10","1","PR01","WR01","Enrolment","15","13","","",""
"3310","104278","1","12033","LE01","Open","Active","10","1","","","Enrolment","30","25","","",""
"3310","104296","1","12034","LE01","Open","Active","10","1","","","Enrolment","15","10","","",""
"3310","104276","1","12035","LE01","Open","Active","10","1","","","Enrolment","180","133","","",""
"3310","002599","1","12036","LE01","Open","Active","10","1","PR01","","Enrolment","76","74","","",""
"3310","002599","1","12037","PR01","Open","Active","10","1","","","Non-Enrol","76","74","","",""
"3310","105564","1","19300","TU06","Closed","Active","10","FY1","","","Non-Enrol","6","6","","",""
"3310","105564","1","19301","TU07","Closed","Active","10","FY1","","","Non-Enrol","6","6","","",""
"3310","105564","1","19302","TU08","Open","Active","10","FY1","","","Non-Enrol","6","5","","",""
"3310","105564","1","19303","TU09","Closed","Active","10","FY1","","","Non-Enrol","6","6","","",""
"3310","105564","1","19304","TU10","Closed","Active","10","FY1","","","Non-Enrol","6","6","","",""
"3310","105564","1","19305","TU11","Closed","Active","10","FY1","","","Non-Enrol","6","6","","",""
"3310","105564","1","19306","TU12","Closed","Active","10","FY1","","","Non-Enrol","6","6","","",""
"3310","105564","1","19307","TU13","Open","Active","10","FY1","","","Non-Enrol","6","4","","",""
"3310","105564","1","19308","TU14","Closed","Active","10","FY1","","","Non-Enrol","7","7","","",""
"3310","100486","1","12163","WR01","Open","Active","10","FY1","","","Enrolment","20","10","","",""
"3310","106145","1","12164","TU01","Open","Active","10","1","","","Non-Enrol","12","7","","",""
"3310","106145","1","12165","TU02","Closed","Active","10","1","","","Non-Enrol","10","10","","",""
"3310","106145","1","12166","TU03","Open","Active","10","1","","","Non-Enrol","12","9","","",""
"3310","106145","1","12167","TU04","Open","Stop Enrl","10","1","","","Non-Enrol","12","0","","",""
"3310","106145","1","12168","TU05","Closed","Tentative","10","1","","","Non-Enrol","12","0","","",""
"3310","106145","1","12169","TU06","Open","Active","10","1","","","Non-Enrol","12","6","","",""
